TARGET_deathRate,incidenceRate,medIncome,povertyPercent,MedianAge,MedianAgeMale,MedianAgeFemale,Geography,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctPrivateCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,PctMarriedHouseholds
190.9,475.2,49895,12.2,42.7,41.7,43.7,"Whiteside County, Illinois",2.4,52.7,16.9,36.4,NA,7.9,67.4,40.3,21.7,92.41373316,1.787049109,0.596262495,2.644067797,50.23356548
133.3,509.4,59300,12.2,42.6,40.1,43.8,"Cameron Parish, Louisiana",2.57,64.9,34,33.8,NA,9.7,75.2,30.3,13.5,94.52728899,3.086787951,0.32806442,1.908738443,65.56748466
138.7,433,46018,16.9,40.4,40.3,40.5,"Banks County, Georgia",2.8,57.1,15.2,46.9,36.3,1.6,61.1,33.4,18.2,93.41732112,2.683246073,1.27617801,0.687172775,58.96535938
151.8,492.9,61215,6.7,42.2,40.5,44,"Grundy County, Iowa",2.37,62.7,9,24.5,NA,14.7,82.9,30.3,10.8,98.29934714,0.411058274,0.378818409,0.10477956,58.69187729
181.4,474.4,76856,6.9,39.3,38.2,40.2,"McHenry County, Illinois",2.79,58.2,14.4,33.2,NA,10.5,78.8,22.8,12.5,91.46334718,1.345991795,2.633745124,2.641228279,61.79868665
162.6,393.3,40454,23.2,37.3,35.8,38.9,"Bleckley County, Georgia",2.71,41.1,5.4,37.1,56,1.6,64.4,37.7,19.3,69.97489408,26.21999059,0.635493488,1.663266907,49.89059081
190,521,45709,13.6,42.8,42.1,44.4,"Clay County, Illinois",2.39,56.5,17.7,37.1,33.7,11.5,62.2,46.2,24.8,97.74701811,0.544838757,0.16197909,0,54.57013575
155.3,407.3,46667,12.5,45.5,42.9,47.5,"Holt County, Nebraska",2.25,63.9,14.8,27.2,NA,19.7,77.3,30.4,11.5,97.41296403,0.086555107,0.384689363,0.605885747,57.8539823
195.4,329.9,38281,16.3,39.1,35.9,40.8,"Scotland County, Missouri",2.58,53.5,56.7,20.8,NA,4.2,48.3,36.8,19.8,98.80976811,0.902934537,0,0,51.43165856
142.3,433,62116,17.4,33.6,32.4,35,"Santa Barbara County, California",2.92,44.9,11.1,19.2,NA,9.5,63.2,31.9,19.2,74.28381324,2.002294367,5.163014799,13.26786739,48.7159544
151.8,424.7,41641,26.4,25.2,24.6,25.8,"Brazos County, Texas",2.58,37.4,5.3,12.5,70.3,12,72.6,19.8,11.2,73.92520132,10.75212768,5.738755109,6.531853014,39.40534539
182.1,465.9,52331,14.7,41,39.5,42.4,"Lorain County, Ohio",2.5,49.3,17.3,28,NA,6.5,71.6,34.2,18.5,85.31033937,8.366100174,0.960244366,1.427006914,49.08438337
188.8,517.2,42088,18,39.7,39.2,40.3,"Marion County, Missouri",0.0243,47.7,13.8,32.2,45.2,8.9,63.2,34.2,18.1,91.02981969,5.624133148,0.849514563,0.117891817,46.553108
205.2,436.7,45574,15.9,30.7,29.9,31.4,"Custer County, Oklahoma",2.63,50,8.2,22.2,NA,9.3,67.4,25.4,13.4,82.73862931,3.126509766,1.41486645,2.091241632,50.28946353
180.4,587.4,53277,14.2,49.8,47.5,51.3,"Sherman County, Oregon",2.22,53.6,18.8,49.4,NA,6.3,59.9,40.7,18.6,91.86629526,0.557103064,0.222841226,0.222841226,46.76616915
192.7,437.9,36536,22,38.8,37.4,40.2,"Marshall County, Alabama",2.72,52.7,20.4,34,NA,6.5,59.4,36.4,20.9,92.01318942,1.920100087,0.485591298,3.075764965,53.77251102
189.7,411.7,66505,8.9,34.4,35.2,34,"Hemphill County, Texas",2.77,68,24.3,20.1,NA,18.5,64.3,23,9.4,87.02308627,1.044957473,0.315917375,8.675577157,65.89358799
261,561.4,29090,26.8,39.8,39.2,40.5,"Jackson County, Kentucky",2.39,59.2,23,32.5,NA,3.5,44.8,47.5,32.9,99.69304485,0.044920267,0,0,55.49945907
143.4,462.5,53755,11.3,31.9,31.4,32.5,"Cass County, North Dakota",2.29,46.8,7,20.7,NA,14.7,81.5,21.1,8.8,90.12553846,3.179076923,2.684923077,0.440615385,42.7300221
196.6,444.9,37704,20.8,49.2,48.3,50,"Mohave County, Arizona",2.43,49.5,25.7,40.3,NA,2.8,50.5,52.9,29.2,89.04564275,1.127054219,1.227859679,2.935159961,48.43873713
190.4,493.4,32101,21.6,47.2,46.5,47.9,"Sharp County, Arkansas",2.37,53.9,25.6,24.6,NA,1.3,47.4,54,31.5,95.69041337,0.404573439,0.603928467,0.134857813,49.83117614
142,489,85336,9,39.7,38.1,41.1,"Fairfield County, Connecticut",2.76,50.8,14.8,27.7,NA,17.4,71.9,27.3,15.7,73.91591125,11.24307567,5.042431618,6.946614992,53.23821488
185.3,496.5,45596,13.1,44.9,43.7,46.1,"Marshall County, Kentucky",2.43,59,23.5,37.1,31.3,8.1,68.2,39.7,20.7,98.1206504,0.426541804,0.275808986,0.035277894,57.14965878
150.8,453.5494221,47901,11.1,45,43.3,46.3,"Marshall County, Kansas",2.27,61.4,16.9,28.9,47.3,6.9,77.7,32.6,12.2,97.08145927,0.289855072,0.289855072,0.389805097,55.71494678
170.3,417.8,50106,13.9,38.8,37.5,40.2,"Wayne County, Ohio",2.6,56.1,17.7,32.3,NA,5.2,69.3,29.6,15.2,95.35758553,1.68499883,0.810428964,0.393513101,57.62759264
150.1,373.7,91886,7.2,34,33.3,34.7,"Prince William County, Virginia",3.17,55,13.1,33.9,NA,10,78,17.1,8.6,61.4488498,20.4657981,7.773897652,4.59188924,60.21316724
177.7,429.9,53211,8,41.2,40,42.3,"Dubois County, Indiana",2.55,58.4,14.8,32.7,NA,11.6,78.8,24.8,12.4,95.33943392,0.387789364,0.645527417,2.91314937,59.08585547
154.8,417.1,47441,12.4,44.5,42.8,45.6,"Garrett County, Maryland",2.47,56.5,15.8,31.8,NA,7.8,62.5,41.4,23.2,97.29312716,0.603763459,0.412571697,0.09391876,57.15249094
197.3,460.8,39017,16.5,42.4,40.9,43.4,"Carroll County, Missouri",2.48,53.6,16.9,32.3,NA,6.7,68.8,36.5,16.8,95.56948109,1.220316623,0.087950748,0.593667546,52.73178808
212.3,470,32327,32.9,40.7,38.2,44.1,"Adams County, Mississippi",2.5,37.8,16.7,44.7,36.3,2.3,46.8,46.4,29.2,40.20138216,55.52706464,0.23452891,3.117670972,35.79382487
197.9,551.5,47575,16.3,40.6,39.2,41.8,"Macon County, Illinois",2.35,47.8,11.9,33.9,NA,6.1,66.8,39.4,22.2,78.62225601,14.73354519,1.205205462,0.55589644,44.24802405
160,457.2,49790,12.6,35.4,34.5,36.3,"La Crosse County, Wisconsin",2.41,47.2,5.3,26.7,NA,8.4,76.9,28.6,13.7,91.48469004,1.389173672,4.463980589,0.651014968,47.7074118
198.1,465.2,62024,8.9,46,45,47.1,"Putnam County, Illinois",2.37,59.3,7.2,36,NA,5.1,75.2,36.5,14.9,97.45791824,0.206114737,0.257643422,0.412229474,56.42070934
182.2,426.5,48707,12.9,47.5,47.1,47.8,"Surry County, Virginia",2.56,53.2,25.8,44,NA,14,65.2,31.4,17.1,52.39630661,45.06815184,0.820753334,0.747471787,53.5982009
159.3,471.7,40667,15.1,53.3,51.2,54.5,"Union County, Georgia",2.54,57.9,27.8,34,NA,0.7,59.5,47,23.2,96.16110472,0.464902186,0.754890679,1.035673188,57.97535001
176.6,519,53918,11.9,41.3,40.2,42.7,"Livingston County, Illinois",2.32,49.9,24.5,42.9,NA,3.7,71.8,37.6,18.9,92.48321792,5.420679774,0.286555759,0.854360689,50.54618363
185.7,562.7,29067,27.8,44.8,44.4,45,"Cumberland County, Kentucky",2.45,51.3,35.6,45.3,NA,5.6,49.7,45.9,26.1,94.84354341,2.967533421,0.264433671,0,49.69012031
113.2,348.1,47902,14.4,53.7,54,53.6,"Granite County, Montana",2.19,62.8,35.3,27.5,NA,1.3,66.5,40.3,15.9,98.5479798,0.063131313,0,0,58.4799437
170,468.6,48767,11.6,46.2,44.3,47.6,"Hancock County, Illinois",2.35,58.8,15.4,37,NA,8.5,67.9,41.3,22.5,97.72654499,0.565695378,0.357562173,0.064040986,55.86364793
171.3,492.7,35570,19.6,48.8,49,48.6,"Essex County, Vermont",2.29,53.9,18.6,38.7,NA,9.4,55.3,51.6,29.2,96.66505558,0.612212019,0.386660222,0.225551796,49.83339504
158.7,364.5,51244,10.7,52.8,51.2,53.6,"Custer County, South Dakota",2.12,63.6,34,28.3,NA,8.2,72.2,37.9,14,93.41196092,0.274005242,0.34548487,0.452704313,59.13806864
179.2,436.4,41409,19,44.3,41.5,45.4,"Cumberland County, Virginia",2.45,45.8,7.8,42.1,NA,9,57.4,40.2,21.5,63.01856172,33.14737803,0,0,44.61615155
135,420,97219,8.5,36.8,35.9,37.8,"Santa Clara County, California",2.95,53.2,10.6,25.8,NA,16.8,74.1,24.8,14.2,48.30471231,2.585982167,33.76090451,9.834279814,56.30311056
159.2,338,48497,13,48.3,47.1,49.2,"Rockbridge County, Virginia",2.39,55,16,46.7,32.4,5,69.3,35,15.6,93.75334165,2.86936375,0.699518802,0.770807343,53.65382552
198.5,457.8,45413,14.4,39.6,37.6,42.5,"Clarke County, Iowa",2.43,53.8,13,60,NA,1.5,67.2,37.3,18.2,96.01293103,0.140086207,0.452586207,2.661637931,51.06837607
171.8,457.6,41765,23.4,31.5,30.3,32.5,"Pitt County, North Carolina",2.48,39.6,7.3,17.2,NA,10.8,66.2,28.9,17.5,58.67961657,34.14711332,1.701975857,2.905096721,39.1929128
193.6,480.5,42567,23.4,30,28.4,32.4,"Norfolk city, Virginia",2.53,34.1,6.9,33.5,NA,5.6,63,30.4,18.7,47.828496,42.14591855,3.392109252,2.179652233,34.30754208
188.8,538.8,36449,17.3,619.2,52.3,50.7,"Mineral County, Montana",2.67,46,17,59.8,NA,13,48.3,53.8,27.1,98.44266163,0.070788108,0.165172251,0.141576215,46.76903391
181.7,466.2,52750,11.2,42.2,40.1,44.7,"Jasper County, Iowa",2.41,54,16.3,37.8,38.6,7.3,76.1,34,14.8,96.16620378,1.475793716,0.57452486,0.138866198,54.27720441
176.2,428.6,61961,8.2,41.4,40.6,42.4,"Saunders County, Nebraska",2.56,60.4,10.8,29,42.2,18,80.2,28.5,11.5,97.25051403,0.655094917,0.272557739,0.535552049,59.45375543
212.9,591,32961,25.1,43.3,43.4,43.3,"Clay County, West Virginia",2.62,55.8,19.5,51.1,NA,0,48.7,52,32.5,98.04178974,0,0,0.043758889,58.09248555
180.6,495.6,41921,16.5,41.8,40.6,42.9,"Stanly County, North Carolina",0.0247,51.5,21,33.4,NA,4.5,64.3,36.2,19.7,84.89254943,10.39844188,1.921235929,0.493513353,51.88659315
210.5,596.9,44843,14.6,38.5,37.4,40.6,"Waynesboro city, Virginia",2.32,47.9,19.4,49.6,NA,7.7,61.7,37,20.1,81.1536643,12.74231678,0.964539007,2.245862884,40.80389769
186.9,430.6,39649,18.9,44.2,40.8,45.7,"McCulloch County, Texas",2.59,55.8,11.6,59.4,NA,1.4,58.2,41.8,22.3,88.891575,1.643901849,0,2.308715097,53.16375199
206.8,451.3,35640,25.3,40.8,39,42.2,"Darlington County, South Carolina",2.52,45.1,21.3,33.6,38.9,6.1,55.5,40.9,24.6,56.63260799,40.62306764,0.593327641,0.472600925,43.48336299
181.7,474.4,34403,26.3,40.5,37.8,42.4,"Winston County, Mississippi",2.38,44.6,33.8,33.9,NA,2,54.1,44.1,25,51.35583249,47.70284003,0.187195807,0.278119484,41.42745303
211.8,434,41363,20.7,35.5,32.3,42.9,"Mitchell County, Texas",2.45,45.9,41.7,32.3,NA,1.8,63.6,29.9,13,80.43407133,10.97175264,0.479877849,5.376813175,56.62913186
177.3,475.4,43124,16.7,40.5,39.7,41.6,"Anderson County, South Carolina",2.55,52,20.9,30.1,NA,6.6,63,35.2,19.8,80.07217007,16.38626677,0.856104385,0.74784928,51.34890507
159.9,490.8,49476,14.3,48.6,46.4,51.1,"Tuolumne County, California",2.28,51.8,16.7,28.6,NA,3.5,64,46.2,21.3,88.05636199,1.832504299,1.377614231,3.08437656,50.57606289
187.4,445.3,55319,9.1,46.7,45.6,48.8,"Gosper County, Nebraska",2.46,64.9,10.9,55.5,NA,8,78.6,27.9,10.7,97.01417004,0,0,1.062753036,64.63878327
172.5,390.6,38474,17,46.1,44.5,48.6,"Carroll County, Virginia",2.37,56.5,7.5,41.7,47.1,3.6,62.9,38.8,19.4,97.75254555,0.92778671,0.190916399,0.080385852,53.30729997
210.5,415.7,44811,17,36.4,35.3,38.6,"George County, Mississippi",3.02,51.3,18.3,46.7,NA,2.6,56.2,35.7,22.5,89.27891274,7.929362881,0.683864266,0.895948753,56.87324321
195.2,364.1,32225,27.5,45,43.3,46.4,"Lafayette County, Arkansas",2.52,41.5,15.4,44.4,NA,6.5,49.6,48,26.9,60.88033012,38.19807428,0.247592847,0.041265475,41.97879859
170.6,467.4,53945,13.6,46.5,45.4,47.4,"Loudon County, Tennessee",2.49,61.4,13.8,54.3,NA,5.6,65.1,40.7,21.4,95.71363157,1.262219037,0.774453005,0.6331004,61.11249938
165.1,430.4,58833,10.2,37.3,36.2,38.6,"Johnson County, Indiana",2.69,57,18.8,32.1,NA,10.5,76.4,24.7,12.6,92.80991452,2.165539497,2.013114079,1.23794157,58.17533321
123.9,261.1,40590,29.2,30.6,29.1,31.9,"San Juan County, Utah",3.75,44.4,30.5,36.5,NA,1.6,45.4,35.8,25.1,49.63041183,0.16499472,0.739176346,0.574181626,54.065766
195.5,453.4,38653,18.8,42.8,41.6,43.7,"Caldwell County, North Carolina",2.56,49.5,21.1,38.7,NA,4.8,55.5,40.5,24.6,89.51295286,4.95364368,0.594437242,3.062697228,48.54907179
152.8,412.6,43338,27.5,31.4,30.5,32.3,"Fresno County, California",3.17,44.2,17.4,27.7,NA,4.8,49.4,43.1,30.8,59.623893,5.069145617,9.77257358,20.2889159,46.81324986
172.7,428.4,43842,11.7,41.8,38.8,43.8,"Red Willow County, Nebraska",2.27,59.4,9.3,40.8,NA,0.6,74.9,31,12.4,97.17705098,1.425178147,0.392837566,0.036543029,55.04192647
182.4,415.1,46625,15,34.7,33.8,36.8,"Beckham County, Oklahoma",2.87,45.8,31.1,37.8,NA,1.3,64.4,27,15.8,83.24892704,3.489270386,0.82832618,3.321888412,50.65693431
193,421.9,41802,16.5,42.9,41,44.5,"Lincoln County, Tennessee",2.43,51.9,21.9,39,36,3.1,63.6,40,20.8,89.26378539,5.20119225,0.0804769,0.935916542,49.4429786
180.1,469,38992,19.3,42.1,40.4,44.5,"Knox County, Illinois",2.25,44,11.7,32.6,NA,6,63.2,43.9,24.5,87.02602088,8.499002149,0.82514584,1.897835431,42.65057979
166.5,453.5494221,55070,16.5,34.6,33.5,35.7,"Ramsey County, Minnesota",2.47,44,12.7,25,NA,15.4,68.8,33.6,20.5,69.12483812,11.1467148,13.25095609,1.869888948,41.77378576
161.5,453.5494221,52272,8.9,43.5,42,45.2,"Brown County, Minnesota",2.27,55.4,8.6,28.9,NA,5.3,81.5,30.6,11,97.36914655,0.448977984,0.433224371,0.744358237,52.52364454
189,458.9,58558,14.4,36.4,35.2,37.7,"Butler County, Ohio",2.68,50.5,9.5,33.7,NA,7.8,73.6,27.7,16,86.03229738,7.785514498,2.670868475,1.001508571,52.67666271
148.9,506.7,55758,11.3,43.2,42.5,43.7,"Clay County, Nebraska",0.024,61.2,25.2,28.1,40.6,6.1,69.5,32.5,15.8,96.77217173,0.454403008,0.376057662,0.893136948,57.24111578
161.7,461.2,42745,14.9,47.6,45.9,49,"Knox County, Nebraska",2.24,61.4,14.8,32.1,NA,6.2,70.1,36.2,15.8,87.52921926,0.070126227,0.502571295,0.607760636,54.79009688
133.3,453.5494221,61279,10.2,35.7,35.6,35.7,"Nicollet County, Minnesota",2.39,50.8,3.8,14.8,NA,8,80.7,28,13.1,93.60756816,2.436075682,1.477966512,0.95810917,52.822868
173.1,430.3,45589,19.3,31.2,30.5,32,"Washington County, Arkansas",2.55,49,9.6,25.1,NA,11.9,65.1,27.6,17.1,78.68568419,3.31974939,2.469597841,9.42051083,47.25165806
164.9,509.9,65971,7.4,43.3,42.4,44.3,"Piatt County, Illinois",2.47,62.9,17.4,31.1,NA,9.1,82.3,29.1,11.4,97.40527433,0.412246135,0.078811761,0.139436193,62.10684725
194.1,427.8,51285,11.5,43,42.5,43.6,"Newton County, Indiana",2.56,53,29,29.8,NA,7.4,66.1,33.8,17.4,97.02639254,0.277441844,0.433947499,0.775414384,52.49027958
228,501.8,34022,25.5,38.2,36.9,39.6,"Avoyelles Parish, Louisiana",2.52,44.8,34.2,37.1,NA,1.1,51.6,41.4,24.1,67.02505497,29.80502066,0.56536761,0.275435502,45.53971759
163.3,418.6,44519,15.4,41.9,42.8,40.6,"Fisher County, Texas",2.29,54.4,10.1,45.1,NA,5.8,61.9,35.2,14.1,89.47641265,3.525142561,0.466562986,4.561949196,50.26994601
188.9,448.1,41017,17.7,40.6,40,41.5,"Jasper County, Texas",2.83,50.4,20.5,42.8,NA,1.2,56.3,39,20.2,79.31111608,16.27711921,0.366249161,1.948669202,52.48578392
191.5,501.8,48824,14.7,46.4,44.7,47.9,"Carteret County, North Carolina",2.27,53.4,15.8,32,NA,6.5,65.2,38.7,17,88.87553497,6.424048778,1.229700416,0.990795568,49.27109758
211,535.9,32049,26.9,36,34.5,37.2,"Scott County, Mississippi",2.85,42.7,22.9,32.8,39.5,4.8,48.5,40.5,24.9,59.80277807,37.33078853,0.862404128,0.943696321,41.294393
160.1,383,42286,20.6,41.2,38.5,43.6,"Saluda County, South Carolina",2.78,47.5,25.3,39.4,30.8,4.4,54.7,38.6,22.1,62.335,26.23,0,10.11,49.82292109
164.9,489.8,61898,11.2,39.3,36.9,41.7,"Kitsap County, Washington",2.54,52.5,11.5,39.5,42.1,6.9,75.1,32.9,14,81.78052858,2.594728333,4.821857102,1.843478533,52.85607588
196.6,587,39827,19.1,48.5,49,48.1,"Musselshell County, Montana",2.43,58,15.4,60.1,24.5,0,61.7,39.4,19.6,95.80375783,0.187891441,1.08559499,0,56.74013327
133.8,364,44562,13.9,49.8,49.4,49.9,"Sedgwick County, Colorado",2.44,50.9,27.1,25.4,NA,1.7,60.2,45.7,22.7,91.71247357,1.226215645,1.226215645,1.691331924,49.00105152
196.7,383.2,39484,17.9,47.2,46.2,47.8,"Lincoln County, Georgia",2.23,46.5,15.2,36.6,NA,6.1,58.6,38,20.8,66.19170984,32.56476684,0.272020725,0.077720207,43.21167883
147.8,425.4,34429,29.9,25,24,26,"Oktibbeha County, Mississippi",2.51,33,3.9,10.3,NA,7.5,70,26.3,14.3,58.32653727,37.11670201,3.001141739,0.491355407,36.08648401
215.1,525.3,42288,16.9,41.8,40.1,43,"McLean County, Kentucky",0.025,60.1,13.6,40.1,NA,5.5,63.9,41.9,22.5,97.77894737,0.442105263,0.273684211,0.031578947,57.86113328
135.4,317.6,86419,9.6,36,35.9,36.2,"Alexandria city, Virginia",2.21,44.1,14.4,23.7,NA,23.9,76.4,17.6,8.6,64.09469913,21.37494558,6.586746141,3.159762917,36.21615156
180.3,383.4,46331,14.8,45.9,42.8,48.4,"King and Queen County, Virginia",2.46,53.7,20.9,41,NA,2,65.7,31.9,16.7,68.81508584,26.54095131,0.182943991,0.197016606,49.61990325
188.2,472.8,36066,20.1,46.6,45.6,47.6,"Aroostook County, Maine",2.24,54.1,12.8,34.5,47.5,5.2,57.1,47.6,24.2,95.286051,0.742804085,0.497107349,0.222841226,50.4167353
213.7,439.1,39539,17.6,50,49.5,50.2,"Schoolcraft County, Michigan",2.38,52.1,16.7,53.8,NA,0.9,60,49.7,24.8,86.92084942,0.49469112,1.472007722,0.180984556,50.62883884
177,491.5,35930,19.7,46,43.5,46.9,"Martin County, North Carolina",0.0254,47.2,13.4,34.4,NA,0.7,55.2,42.9,22.7,53.33558093,43.56272915,0.155927346,1.420203127,46.87668573
210.2,495.5,46614,15.8,40.6,39.2,41.8,"Creek County, Oklahoma",2.67,54.5,21.6,42.5,NA,3.9,60.5,35.3,21.3,79.68513729,2.321900482,0.501688783,0.907279434,54.45351855
181.2,430.1,44780,18,36,35.3,36.6,"Umatilla County, Oregon",2.7,48.9,24.5,34.8,NA,5.6,59.6,38.9,23.7,84.93705856,0.69978368,0.811853319,5.724673565,49.63051429
164.6,353.8,46200,20.2,34.6,32.9,36,"Jim Wells County, Texas",2.97,50.7,35.5,35.3,NA,4.7,53,33,20.1,93.87617279,0.578857239,0.361785775,3.863872073,51.71017427
217,462.6,40251,17.5,40.2,37.4,42.4,"Trousdale County, Tennessee",2.65,49.2,27.6,46.8,NA,7,60.3,35.5,23.6,85.89548453,11.96093354,1.230339929,0,52.050581
201.5,445.7,41608,17.5,41.2,39.8,42,"Lawrence County, Ohio",2.6,50,16.4,41.8,NA,6.1,62.6,42.6,23.4,95.39845052,2.154398564,0.448024326,0.106749478,49.736708
165.3,470.7,60179,10.8,42.8,41.8,43.9,"Adams County, Pennsylvania",2.55,55.7,11.4,35.8,NA,6.3,78.9,28.6,11.4,92.29612743,1.548635609,0.727151238,3.349808877,58.10750661
149,453.5494221,75122,6.2,40.2,38.7,41.4,"Chisago County, Minnesota",2.63,57.2,19.1,37.8,NA,5.6,80.1,27,12.2,95.46011814,1.162833897,0.756027789,0.447672475,60.30391761
220.6,510.8,45933,18.8,23.3,23,24.5,"Chattahoochee County, Georgia",3.24,46.8,8.4,40,NA,9.1,80.6,16.1,7.4,69.92613732,15.79654188,3.147557495,2.853785462,67.25663717
180,498.1,45049,14.4,30.8,29.9,31.5,"Elmore County, Idaho",2.6,59.8,10.5,44.9,NA,1.4,68.7,33.2,15.2,84.85195798,2.418338109,3.163323782,4.909264565,58.5998978
182.4,468.5,38878,22.1,38.9,37.2,40.1,"Greenwood County, South Carolina",2.52,44.6,19.6,26.9,NA,9.2,57.3,39.2,23.2,63.93200613,31.12897909,0.736695762,1.679780998,43.55086301
179.1,435.4,34987,21.7,43,41.8,43.8,"Dallas County, Missouri",2.62,56.9,23.6,42.6,27.8,6,50.8,39.6,23.1,95.53248008,0.078483458,0.078483458,0.688239556,57.53358925
168.7,395.8,45096,14.9,56.3,55.8,56.8,"Llano County, Texas",2.21,59,16.6,42,NA,4.6,59,47.8,21.4,95.24918491,2.23567769,0.274284531,0.708999638,55.48879131
160.9,494.7,90039,6.5,40.9,39.6,42.2,"Norfolk County, Massachusetts",2.58,52.2,8.7,26,NA,22.6,83.6,26.9,12.1,80.7158717,6.262568687,9.69608315,1.177221577,52.83939201
153.5,482.4,52238,16.8,35.6,34.4,36.6,"Hall County, Georgia",3,52.2,20.6,36.3,NA,3.8,61.5,29.4,17.1,82.72845314,7.546456928,1.747057196,5.992571149,56.16692476
173.3,453.5494221,44113,15.3,47.4,46.9,47.9,"Koochiching County, Minnesota",2.18,55,18.8,34.7,NA,6.7,62.3,47.5,26.8,93.71840049,0.880956029,0.643480925,0.015320974,49.86310746
167,456.8,49770,14.5,40.1,39.2,40.7,"Lincoln County, Nebraska",2.34,55.2,21.3,28.1,NA,3.3,72,31.7,13.9,95.6346111,0.835747716,0.509806107,1.016826387,50.01332445
184.4,461.5,42252,19.1,36.6,35.9,37.4,"Bedford County, Tennessee",2.72,54.2,17.1,42.3,NA,5.1,59.9,38.8,22.7,83.76027487,7.05432088,0.724133432,4.529639455,54.33287483
205.1,461.3,31835,26.5,37.6,36.5,38.7,"Covington County, Mississippi",2.76,44.7,21,36.5,41.7,0.8,50.5,44.7,28.6,62.79081711,35.85845617,0.179754507,0.097581018,45.0853781
173.9,456.9,37243,23.6,42.1,40.4,43.8,"Meriwether County, Georgia",2.65,48.7,35.9,30.1,28.9,5.1,51.2,42.6,25.2,57.56679345,38.31056017,0.577546133,1.554209513,47.19879139
171.6,411.6,35235,24.8,36.1,36.1,36.1,"Jeff Davis County, Georgia",2.75,54.9,46.4,22.7,NA,10.5,45.8,42.3,28.3,76.05070047,16.27084723,0,5.850567045,53.23834197
198.3,407.8,33968,27.7,37.4,34.1,40.6,"Decatur County, Georgia",2.46,43.4,24.4,31.6,NA,5.7,48.9,40.4,27.2,53.07546205,41.62100957,0.314120827,3.900942362,40.955342
185.8,464.7,51911,10.1,38.6,38,39.4,"DeKalb County, Indiana",2.58,52.6,17.7,41.2,31.2,9.9,68.5,30.4,15.4,96.90452072,0.259134491,0.452307475,0.530047822,52.53893026
255.8,492.8,32170,24,40.9,41.7,40.4,"Carter County, Missouri",2.54,46.7,13.9,49.1,NA,4.2,47.2,43.1,26.6,95.84659453,0.063653724,0,0.254614895,44.55768447
205.4,508.7,43936,16.8,42.8,40.9,44.3,"Kanawha County, West Virginia",2.28,47.9,20.4,33,NA,7.6,66,39.4,20.4,88.72214738,4.475812581,1.100738543,0.189222197,43.74346505
170.6,436.6,47905,11.7,49.8,48.5,51,"Lincoln County, Maine",2.25,53.5,20.9,38.5,NA,11.5,65.3,42.9,18.2,97.3357536,0.117109732,1.159386345,0.014638716,50.57139016
169.3,466.9,48316,13.5,44.3,43.1,45.5,"Keokuk County, Iowa",2.33,56.9,14.2,25.8,NA,7.4,69.7,41.1,20.8,97.81362355,0,0.21377903,0.476144204,53.34713596
147,453.5494221,55352,9.6,41.1,40.3,42.4,"Rock County, Minnesota",2.37,61,14.4,36.7,NA,6.7,73.8,34.2,16.9,96.60148489,0.533305448,0.930670292,0.355536965,56.98651056
162.1,1014.2,46954,20.1,24.6,25.6,23.6,"Williamsburg city, Virginia",2.37,26.2,1.5,10,78.3,10.2,83.3,22,8.9,74.88816592,15.27721296,5.889928155,0.460891962,36.33759365
189.8,438.8,43054,22.5,35.2,33.5,36.6,"Montgomery County, Alabama",2.47,39.5,19.9,30.8,NA,8.7,63.5,36.3,20.9,38.92380927,56.08929683,2.263542242,1.012545039,37.81552964
143.1,295.7,33893,22.8,41,39.9,41.3,"Webster County, Georgia",2.56,44.6,27.5,15.3,NA,2.7,56.1,40.6,26.1,43.19852941,55.84558824,0,0.955882353,41.14877589
159.5,400,41328,17.1,47.8,46.8,48.4,"Perquimans County, North Carolina",2.44,56.7,8,61.1,NA,5.2,58.3,46.5,22,73.02563343,24.27026226,0.01481701,0.392650763,53.49090909
161.2,473.4,51836,13.7,37.5,35.3,39.3,"Madison County, Nebraska",2.43,53.7,10.3,28.8,52.8,8.1,72.2,28.2,14.5,92.15630429,1.181965766,0.689242687,2.389564524,51.68844149
114.3,453.5494221,43083,12.1,48.8,48.1,49.8,"Rush County, Kansas",2.1,56.8,22,20.6,43,14.5,75.2,33.5,13.6,98.14698492,0,0,0.06281407,49.39434724
189.2,499,42588,20,39.1,38.1,40.4,"Muskegon County, Michigan",2.56,47.4,17.9,34.9,NA,3.7,64,41.4,24.2,80.93863532,13.81886251,0.510254661,0.437944286,47.8461777
183.7,463.3,49616,12.9,45.8,44.3,47.2,"Windham County, Vermont",2.21,50.7,11.9,30.9,NA,8.3,63.7,45.7,26.7,94.90628848,0.930274978,1.051119522,0.262209859,47.13228735
194.4,449.5,41324,18.7,41.1,39.4,42.7,"Lauderdale County, Alabama",2.35,52.4,12.7,24.5,NA,6,69.3,34.1,17.1,86.92646948,9.962582357,0.724629867,0.219976924,50.13726303
150.7,400.5,45439,17.7,37.6,36.1,41.6,"Logan County, Colorado",2.61,46.5,11.2,33.1,NA,2.9,59,37,22.3,91.3352791,1.445640277,2.129697191,0.957679679,49.20913884
152.5,357.5,46765,16,39,38.9,39,"Lake County, Colorado",2.38,52.5,17.5,29.3,NA,8.6,59.7,28.2,20.1,87.06873132,0.067916327,0.65199674,9.766367835,49.25619835
